row_id,fixture_id,date,checkpoint,player_appearance_id,split
258,1161,2025-06-11,H1_30,65599,trainval
259,1161,2025-06-11,H1_30,65600,trainval
260,1161,2025-06-11,H1_30,65601,trainval
261,1161,2025-06-11,H1_30,65602,trainval
262,1161,2025-06-11,H1_30,65603,trainval
263,1161,2025-06-11,H1_30,65606,trainval
264,1161,2025-06-11,H1_45,65575,trainval
265,1161,2025-06-11,H1_45,65576,trainval
266,1161,2025-06-11,H1_45,65577,trainval
267,1161,2025-06-11,H1_45,65580,trainval
268,1161,2025-06-11,H1_45,65581,trainval
269,1161,2025-06-11,H1_45,65582,trainval
270,1161,2025-06-11,H1_45,65584,trainval
271,1161,2025-06-11,H1_45,65585,trainval
272,1161,2025-06-11,H1_45,65586,trainval
273,1161,2025-06-11,H1_45,65587,trainval
274,1161,2025-06-11,H1_45,65588,trainval
275,1161,2025-06-11,H1_45,65592,trainval
276,1161,2025-06-11,H1_45,65593,trainval
277,1161,2025-06-11,H1_45,65594,trainval
278,1161,2025-06-11,H1_45,65596,trainval
279,1161,2025-06-11,H1_45,65597,trainval
280,1161,2025-06-11,H1_45,65599,trainval
281,1161,2025-06-11,H1_45,65600,trainval
282,1161,2025-06-11,H1_45,65601,trainval
283,1161,2025-06-11,H1_45,65602,trainval
284,1161,2025-06-11,H1_45,65603,trainval
285,1161,2025-06-11,H1_45,65606,trainval
286,1161,2025-06-11,H2_15,65575,trainval
287,1161,2025-06-11,H2_15,65576,trainval
288,1161,2025-06-11,H2_15,65577,trainval
289,1161,2025-06-11,H2_15,65580,trainval
290,1161,2025-06-11,H2_15,65581,trainval
291,1161,2025-06-11,H2_15,65582,trainval
292,1161,2025-06-11,H2_15,65584,trainval
293,1161,2025-06-11,H2_15,65585,trainval
294,1161,2025-06-11,H2_15,65586,trainval
295,1161,2025-06-11,H2_15,65587,trainval
296,1161,2025-06-11,H2_15,65588,trainval
297,1161,2025-06-11,H2_15,65592,trainval
298,1161,2025-06-11,H2_15,65593,trainval
299,1161,2025-06-11,H2_15,65594,trainval
300,1161,2025-06-11,H2_15,65596,trainval
301,1161,2025-06-11,H2_15,65597,trainval
302,1161,2025-06-11,H2_15,65599,trainval
303,1161,2025-06-11,H2_15,65600,trainval
304,1161,2025-06-11,H2_15,65601,trainval
305,1161,2025-06-11,H2_15,65602,trainval
306,1161,2025-06-11,H2_15,65603,trainval
307,1161,2025-06-11,H2_15,65606,trainval
308,1161,2025-06-11,H2_30,65575,trainval
309,1161,2025-06-11,H2_30,65576,trainval
310,1161,2025-06-11,H2_30,65577,trainval
311,1161,2025-06-11,H2_30,65579,trainval
312,1161,2025-06-11,H2_30,65580,trainval
313,1161,2025-06-11,H2_30,65585,trainval
314,1161,2025-06-11,H2_30,65586,trainval
315,1161,2025-06-11,H2_30,65587,trainval
316,1161,2025-06-11,H2_30,65588,trainval
317,1161,2025-06-11,H2_30,65589,trainval
318,1161,2025-06-11,H2_30,65590,trainval
319,1161,2025-06-11,H2_30,65592,trainval
320,1161,2025-06-11,H2_30,65594,trainval
321,1161,2025-06-11,H2_30,65595,trainval
322,1161,2025-06-11,H2_30,65596,trainval
323,1161,2025-06-11,H2_30,65597,trainval
324,1161,2025-06-11,H2_30,65598,trainval
325,1161,2025-06-11,H2_30,65599,trainval
326,1161,2025-06-11,H2_30,65600,trainval
327,1161,2025-06-11,H2_30,65601,trainval
328,1161,2025-06-11,H2_30,65602,trainval
329,1161,2025-06-11,H2_30,65606,trainval
330,1162,2025-06-11,H1_15,39558,trainval
331,1162,2025-06-11,H1_15,39559,trainval
332,1162,2025-06-11,H1_15,39560,trainval
333,1162,2025-06-11,H1_15,39561,trainval
334,1162,2025-06-11,H1_15,39562,trainval
335,1162,2025-06-11,H1_15,39563,trainval
336,1162,2025-06-11,H1_15,39564,trainval
337,1162,2025-06-11,H1_15,39565,trainval
338,1162,2025-06-11,H1_15,39566,trainval
339,1162,2025-06-11,H1_15,39568,trainval
340,1162,2025-06-11,H1_15,39571,trainval
341,1162,2025-06-11,H1_15,39573,trainval
342,1162,2025-06-11,H1_15,39574,trainval
343,1162,2025-06-11,H1_15,39575,trainval
344,1162,2025-06-11,H1_15,39576,trainval
345,1162,2025-06-11,H1_15,39577,trainval
346,1162,2025-06-11,H1_15,39578,trainval
347,1162,2025-06-11,H1_15,39579,trainval
348,1162,2025-06-11,H1_15,39580,trainval
349,1162,2025-06-11,H1_15,39582,trainval
350,1162,2025-06-11,H1_15,39584,trainval
351,1162,2025-06-11,H1_15,39585,trainval
352,1162,2025-06-11,H1_30,39558,trainval
353,1162,2025-06-11,H1_30,39559,trainval
354,1162,2025-06-11,H1_30,39560,trainval
355,1162,2025-06-11,H1_30,39561,trainval
356,1162,2025-06-11,H1_30,39562,trainval
357,1162,2025-06-11,H1_30,39563,trainval
358,1162,2025-06-11,H1_30,39564,trainval
359,1162,2025-06-11,H1_30,39565,trainval
360,1162,2025-06-11,H1_30,39566,trainval
361,1162,2025-06-11,H1_30,39568,trainval
362,1162,2025-06-11,H1_30,39571,trainval
363,1162,2025-06-11,H1_30,39573,trainval
364,1162,2025-06-11,H1_30,39574,trainval
365,1162,2025-06-11,H1_30,39575,trainval
366,1162,2025-06-11,H1_30,39576,trainval
367,1162,2025-06-11,H1_30,39577,trainval
368,1162,2025-06-11,H1_30,39578,trainval
369,1162,2025-06-11,H1_30,39579,trainval
370,1162,2025-06-11,H1_30,39580,trainval
371,1162,2025-06-11,H1_30,39582,trainval
372,1162,2025-06-11,H1_30,39584,trainval
373,1162,2025-06-11,H1_30,39585,trainval
374,1162,2025-06-11,H1_45,39558,trainval
375,1162,2025-06-11,H1_45,39559,trainval
376,1162,2025-06-11,H1_45,39560,trainval
377,1162,2025-06-11,H1_45,39561,trainval
378,1162,2025-06-11,H1_45,39562,trainval
379,1162,2025-06-11,H1_45,39563,trainval
380,1162,2025-06-11,H1_45,39564,trainval
381,1162,2025-06-11,H1_45,39565,trainval
382,1162,2025-06-11,H1_45,39566,trainval
383,1162,2025-06-11,H1_45,39568,trainval
384,1162,2025-06-11,H1_45,39571,trainval
385,1162,2025-06-11,H1_45,39573,trainval
386,1162,2025-06-11,H1_45,39574,trainval
387,1162,2025-06-11,H1_45,39575,trainval
388,1162,2025-06-11,H1_45,39576,trainval
389,1162,2025-06-11,H1_45,39577,trainval
390,1162,2025-06-11,H1_45,39578,trainval
391,1162,2025-06-11,H1_45,39579,trainval
392,1162,2025-06-11,H1_45,39580,trainval
393,1162,2025-06-11,H1_45,39582,trainval
394,1162,2025-06-11,H1_45,39584,trainval
395,1162,2025-06-11,H1_45,39585,trainval
396,1162,2025-06-11,H2_15,39558,trainval
397,1162,2025-06-11,H2_15,39559,trainval
398,1162,2025-06-11,H2_15,39560,trainval
399,1162,2025-06-11,H2_15,39561,trainval
400,1162,2025-06-11,H2_15,39563,trainval
401,1162,2025-06-11,H2_15,39564,trainval
402,1162,2025-06-11,H2_15,39565,trainval
403,1162,2025-06-11,H2_15,39566,trainval
404,1162,2025-06-11,H2_15,39567,trainval
405,1162,2025-06-11,H2_15,39568,trainval
406,1162,2025-06-11,H2_15,39571,trainval
407,1162,2025-06-11,H2_15,39573,trainval
408,1162,2025-06-11,H2_15,39574,trainval
409,1162,2025-06-11,H2_15,39575,trainval
410,1162,2025-06-11,H2_15,39576,trainval
411,1162,2025-06-11,H2_15,39577,trainval
412,1162,2025-06-11,H2_15,39578,trainval
413,1162,2025-06-11,H2_15,39579,trainval
414,1162,2025-06-11,H2_15,39580,trainval
415,1162,2025-06-11,H2_15,39582,trainval
416,1162,2025-06-11,H2_15,39584,trainval
417,1162,2025-06-11,H2_15,39585,trainval
418,1162,2025-06-11,H2_30,39558,trainval
419,1162,2025-06-11,H2_30,39559,trainval
420,1162,2025-06-11,H2_30,39560,trainval
421,1162,2025-06-11,H2_30,39561,trainval
422,1162,2025-06-11,H2_30,39563,trainval
423,1162,2025-06-11,H2_30,39564,trainval
424,1162,2025-06-11,H2_30,39565,trainval
425,1162,2025-06-11,H2_30,39566,trainval
426,1162,2025-06-11,H2_30,39567,trainval
427,1162,2025-06-11,H2_30,39570,trainval
428,1162,2025-06-11,H2_30,39572,trainval
429,1162,2025-06-11,H2_30,39573,trainval
430,1162,2025-06-11,H2_30,39574,trainval
431,1162,2025-06-11,H2_30,39575,trainval
432,1162,2025-06-11,H2_30,39576,trainval
433,1162,2025-06-11,H2_30,39577,trainval
434,1162,2025-06-11,H2_30,39578,trainval
435,1162,2025-06-11,H2_30,39580,trainval
436,1162,2025-06-11,H2_30,39582,trainval
437,1162,2025-06-11,H2_30,39584,trainval
438,1162,2025-06-11,H2_30,39585,trainval
439,1162,2025-06-11,H2_30,39586,trainval
440,1163,2025-06-12,H1_15,39604,trainval
441,1163,2025-06-12,H1_15,39605,trainval
442,1163,2025-06-12,H1_15,39606,trainval
443,1163,2025-06-12,H1_15,39607,trainval
444,1163,2025-06-12,H1_15,39608,trainval
445,1163,2025-06-12,H1_15,39609,trainval
446,1163,2025-06-12,H1_15,39610,trainval
447,1163,2025-06-12,H1_15,39613,trainval
448,1163,2025-06-12,H1_15,39614,trainval
449,1163,2025-06-12,H1_15,39615,trainval
450,1163,2025-06-12,H1_15,39616,trainval
451,1163,2025-06-12,H1_15,39617,trainval
452,1163,2025-06-12,H1_15,39618,trainval
453,1163,2025-06-12,H1_15,39619,trainval
454,1163,2025-06-12,H1_15,39620,trainval
455,1163,2025-06-12,H1_15,39621,trainval
456,1163,2025-06-12,H1_15,39622,trainval
457,1163,2025-06-12,H1_15,39623,trainval
458,1163,2025-06-12,H1_15,39624,trainval
459,1163,2025-06-12,H1_15,39625,trainval
460,1163,2025-06-12,H1_15,39626,trainval
461,1163,2025-06-12,H1_15,39627,trainval
462,1163,2025-06-12,H1_30,39604,trainval
463,1163,2025-06-12,H1_30,39605,trainval
464,1163,2025-06-12,H1_30,39606,trainval
465,1163,2025-06-12,H1_30,39607,trainval
466,1163,2025-06-12,H1_30,39608,trainval
467,1163,2025-06-12,H1_30,39609,trainval
468,1163,2025-06-12,H1_30,39610,trainval
469,1163,2025-06-12,H1_30,39613,trainval
470,1163,2025-06-12,H1_30,39614,trainval
471,1163,2025-06-12,H1_30,39615,trainval
472,1163,2025-06-12,H1_30,39616,trainval
473,1163,2025-06-12,H1_30,39617,trainval
474,1163,2025-06-12,H1_30,39618,trainval
475,1163,2025-06-12,H1_30,39619,trainval
476,1163,2025-06-12,H1_30,39620,trainval
477,1163,2025-06-12,H1_30,39621,trainval
478,1163,2025-06-12,H1_30,39622,trainval
479,1163,2025-06-12,H1_30,39623,trainval
480,1163,2025-06-12,H1_30,39624,trainval
481,1163,2025-06-12,H1_30,39625,trainval
482,1163,2025-06-12,H1_30,39626,trainval
483,1163,2025-06-12,H1_30,39627,trainval
484,1163,2025-06-12,H1_45,39604,trainval
485,1163,2025-06-12,H1_45,39605,trainval
486,1163,2025-06-12,H1_45,39606,trainval
487,1163,2025-06-12,H1_45,39607,trainval
488,1163,2025-06-12,H1_45,39608,trainval
489,1163,2025-06-12,H1_45,39609,trainval
490,1163,2025-06-12,H1_45,39610,trainval
491,1163,2025-06-12,H1_45,39613,trainval
492,1163,2025-06-12,H1_45,39614,trainval
493,1163,2025-06-12,H1_45,39615,trainval
494,1163,2025-06-12,H1_45,39616,trainval
495,1163,2025-06-12,H1_45,39617,trainval
496,1163,2025-06-12,H1_45,39618,trainval
497,1163,2025-06-12,H1_45,39619,trainval
498,1163,2025-06-12,H1_45,39620,trainval
499,1163,2025-06-12,H1_45,39621,trainval
500,1163,2025-06-12,H1_45,39622,trainval
501,1163,2025-06-12,H1_45,39623,trainval
502,1163,2025-06-12,H1_45,39624,trainval
503,1163,2025-06-12,H1_45,39625,trainval
504,1163,2025-06-12,H1_45,39626,trainval
505,1163,2025-06-12,H1_45,39627,trainval
506,1163,2025-06-12,H2_15,39604,trainval
507,1163,2025-06-12,H2_15,39605,trainval
508,1163,2025-06-12,H2_15,39606,trainval
509,1163,2025-06-12,H2_15,39607,trainval
510,1163,2025-06-12,H2_15,39608,trainval
511,1163,2025-06-12,H2_15,39609,trainval
512,1163,2025-06-12,H2_15,39610,trainval
513,1163,2025-06-12,H2_15,39613,trainval
514,1163,2025-06-12,H2_15,39614,trainval
515,1163,2025-06-12,H2_15,39615,trainval
516,1163,2025-06-12,H2_15,39616,trainval
517,1163,2025-06-12,H2_15,39617,trainval
518,1163,2025-06-12,H2_15,39618,trainval
519,1163,2025-06-12,H2_15,39619,trainval
520,1163,2025-06-12,H2_15,39620,trainval
521,1163,2025-06-12,H2_15,39622,trainval
522,1163,2025-06-12,H2_15,39623,trainval
523,1163,2025-06-12,H2_15,39624,trainval
524,1163,2025-06-12,H2_15,39625,trainval
525,1163,2025-06-12,H2_15,39626,trainval
526,1163,2025-06-12,H2_15,39627,trainval
527,1163,2025-06-12,H2_15,39631,trainval
528,1163,2025-06-12,H2_30,39604,trainval
529,1163,2025-06-12,H2_30,39605,trainval
530,1163,2025-06-12,H2_30,39606,trainval
531,1163,2025-06-12,H2_30,39607,trainval
532,1163,2025-06-12,H2_30,39611,trainval
533,1163,2025-06-12,H2_30,39612,trainval
534,1163,2025-06-12,H2_30,39613,trainval
535,1163,2025-06-12,H2_30,39614,trainval
536,1163,2025-06-12,H2_30,39615,trainval
537,1163,2025-06-12,H2_30,39616,trainval
538,1163,2025-06-12,H2_30,39617,trainval
539,1163,2025-06-12,H2_30,39618,trainval
540,1163,2025-06-12,H2_30,39619,trainval
541,1163,2025-06-12,H2_30,39620,trainval
542,1163,2025-06-12,H2_30,39623,trainval
543,1163,2025-06-12,H2_30,39624,trainval
544,1163,2025-06-12,H2_30,39625,trainval
545,1163,2025-06-12,H2_30,39627,trainval
546,1163,2025-06-12,H2_30,39629,trainval
547,1163,2025-06-12,H2_30,39631,trainval
548,1163,2025-06-12,H2_30,39639,trainval
549,1163,2025-06-12,H2_30,39646,trainval
550,1164,2025-06-12,H1_15,39649,trainval
551,1164,2025-06-12,H1_15,39650,trainval
552,1164,2025-06-12,H1_15,39651,trainval
553,1164,2025-06-12,H1_15,39653,trainval
554,1164,2025-06-12,H1_15,39654,trainval
555,1164,2025-06-12,H1_15,39656,trainval
556,1164,2025-06-12,H1_15,39658,trainval
557,1164,2025-06-12,H1_15,39659,trainval
558,1164,2025-06-12,H1_15,39660,trainval
559,1164,2025-06-12,H1_15,39662,trainval
560,1164,2025-06-12,H1_15,39663,trainval
561,1164,2025-06-12,H1_15,39664,trainval
562,1164,2025-06-12,H1_15,39665,trainval
563,1164,2025-06-12,H1_15,39666,trainval
564,1164,2025-06-12,H1_15,39667,trainval
565,1164,2025-06-12,H1_15,39668,trainval
566,1164,2025-06-12,H1_15,39669,trainval
567,1164,2025-06-12,H1_15,39670,trainval
568,1164,2025-06-12,H1_15,39671,trainval
569,1164,2025-06-12,H1_15,39673,trainval
570,1164,2025-06-12,H1_15,39674,trainval
571,1164,2025-06-12,H1_15,39676,trainval
572,1164,2025-06-12,H1_30,39649,trainval
573,1164,2025-06-12,H1_30,39650,trainval
574,1164,2025-06-12,H1_30,39651,trainval
575,1164,2025-06-12,H1_30,39653,trainval
576,1164,2025-06-12,H1_30,39654,trainval
577,1164,2025-06-12,H1_30,39656,trainval
578,1164,2025-06-12,H1_30,39658,trainval
579,1164,2025-06-12,H1_30,39659,trainval
580,1164,2025-06-12,H1_30,39660,trainval
