fixture_id,date,player_appearance_id,checkpoint,position,minute_in,minute_out,last15_distance,cumul_distance,last15_peak_speed,cumul_peak_speed,flag_last15_peak_speed_gt_10_3,flag_cumul_peak_speed_gt_10_3,flag_last15_distance_gt_6000,flag_cumul_distance_gt_6000,flag_reason
1161,2025-06-11,65582,H2_15,M,1,64,4154.44,13448.94,8.22,8.22,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65584,H1_30,D,1,64,3037.2,8041.12,8.73,8.73,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65584,H1_45,D,1,64,3869.9,11911.03,8.92,8.92,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65584,H2_15,D,1,64,3029.11,14940.13,7.52,8.92,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65585,H1_30,D,1,90,3380.88,7895.66,7.92,8.85,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65585,H1_45,D,1,90,2251.88,10147.54,9.27,9.27,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65585,H2_15,D,1,90,3034.51,13182.05,7.77,9.27,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65585,H2_30,D,1,90,1908.84,15090.89,8.25,9.27,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65586,H1_30,M,1,90,5672.73,11415.21,8.73,8.73,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65586,H1_45,M,1,90,4829.37,16244.58,8.66,8.73,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65586,H2_15,M,1,90,5892.01,22136.58,7.57,8.73,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65586,H2_30,M,1,90,2605.22,24741.8,6.49,8.73,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65587,H1_30,M,1,82,3377.93,9009.64,8.86,9.11,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65587,H1_45,M,1,82,2020.27,11029.92,7.81,9.11,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65587,H2_15,M,1,82,3911.09,14941.01,8.65,9.11,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65587,H2_30,M,1,82,1195.06,16136.07,7.55,9.11,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65588,H1_15,D,1,90,6167.36,6167.36,10.25,10.25,False,False,True,True,last15_distance_gt_6000; cumul_distance_gt_6000
1161,2025-06-11,65588,H1_30,D,1,90,6028.35,12195.71,7.76,10.25,False,False,True,True,last15_distance_gt_6000; cumul_distance_gt_6000
1161,2025-06-11,65588,H1_45,D,1,90,5926.81,18122.52,8.12,10.25,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65588,H2_15,D,1,90,3955.21,22077.72,8.37,10.25,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65588,H2_30,D,1,90,1771.61,23849.33,6.7,10.25,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65592,H2_15,D,1,90,1993.77,6258.71,7.83,8.05,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65592,H2_30,D,1,90,1855.99,8114.7,6.58,8.05,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65593,H1_45,M,1,66,1731.97,7503.54,8.13,8.13,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65593,H2_15,M,1,66,3103.44,10606.98,7.53,8.13,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65594,H1_45,A,1,80,2592.11,8070.31,7.62,8.52,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65594,H2_15,A,1,80,3799.84,11870.16,8.33,8.52,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65594,H2_30,A,1,80,1888.75,13758.91,8.55,8.55,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65596,H1_30,A,1,90,4866.95,9560.13,8.5,8.5,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65596,H1_45,A,1,90,5243.43,14803.55,9.44,9.44,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65596,H2_15,A,1,90,7540.88,22344.44,8.4,9.44,False,False,True,True,last15_distance_gt_6000; cumul_distance_gt_6000
1161,2025-06-11,65596,H2_30,A,1,90,3323.34,25667.77,8.01,9.44,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65597,H1_45,M,1,90,3025.49,8774.52,8.26,8.49,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65597,H2_15,M,1,90,2621.09,11395.61,7.16,8.49,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65597,H2_30,M,1,90,435.65,11831.26,6.02,8.49,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65599,H2_15,D,1,90,3912.31,7836.62,8.64,8.64,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65599,H2_30,D,1,90,882.62,8719.24,6.86,8.64,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65600,H1_45,D,1,90,1670.0,7238.76,6.42,9.09,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65600,H2_15,D,1,90,4269.31,11508.07,7.92,9.09,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65600,H2_30,D,1,90,1811.51,13319.59,6.52,9.09,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65601,H1_30,M,1,80,3865.0,6900.67,8.79,8.84,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65601,H1_45,M,1,80,4263.59,11164.25,9.6,9.6,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65601,H2_15,M,1,80,2141.13,13305.38,6.31,9.6,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65601,H2_30,M,1,80,1865.98,15171.37,7.17,9.6,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65602,H1_45,D,1,90,3786.6,9027.73,8.35,8.73,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65602,H2_15,D,1,90,2753.91,11781.65,9.02,9.02,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65602,H2_30,D,1,90,2022.27,13803.91,6.89,9.02,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65603,H1_15,A,1,66,6031.5,6031.5,7.97,7.97,False,False,True,True,last15_distance_gt_6000; cumul_distance_gt_6000
1161,2025-06-11,65603,H1_30,A,1,66,6695.38,12726.88,8.03,8.03,False,False,True,True,last15_distance_gt_6000; cumul_distance_gt_6000
1161,2025-06-11,65603,H1_45,A,1,66,5297.53,18024.41,8.0,8.03,False,False,False,True,cumul_distance_gt_6000
1161,2025-06-11,65603,H2_15,A,1,66,5208.82,23233.23,8.09,8.09,False,False,False,True,cumul_distance_gt_6000
1164,2025-06-12,39653,H2_15,M,1,90,178.98,774.73,11.68,11.68,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1164,2025-06-12,39653,H2_30,M,1,90,89.47,864.2,8.66,11.68,False,True,False,False,cumul_peak_speed_gt_10_3
1164,2025-06-12,39664,H1_15,G,1,90,17.67,17.67,13.75,13.75,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1164,2025-06-12,39664,H1_30,G,1,90,0.0,17.67,0.0,13.75,False,True,False,False,cumul_peak_speed_gt_10_3
1164,2025-06-12,39664,H1_45,G,1,90,0.0,17.67,0.0,13.75,False,True,False,False,cumul_peak_speed_gt_10_3
1164,2025-06-12,39664,H2_15,G,1,90,0.0,17.67,0.0,13.75,False,True,False,False,cumul_peak_speed_gt_10_3
1164,2025-06-12,39664,H2_30,G,1,90,5.33,23.0,6.63,13.75,False,True,False,False,cumul_peak_speed_gt_10_3
1165,2025-06-12,39696,H2_15,D,1,74,86.93,391.07,10.32,10.32,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1165,2025-06-12,39716,H1_30,D,1,90,68.13,74.47,10.41,10.41,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1165,2025-06-12,39716,H1_45,D,1,90,48.45,122.92,6.34,10.41,False,True,False,False,cumul_peak_speed_gt_10_3
1165,2025-06-12,39716,H2_15,D,1,90,70.4,193.32,7.93,10.41,False,True,False,False,cumul_peak_speed_gt_10_3
1165,2025-06-12,39716,H2_30,D,1,90,82.37,275.68,7.16,10.41,False,True,False,False,cumul_peak_speed_gt_10_3
1165,2025-06-12,39720,H1_15,A,1,90,133.29,133.29,13.58,13.58,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1165,2025-06-12,39720,H1_30,A,1,90,154.27,287.55,7.6,13.58,False,True,False,False,cumul_peak_speed_gt_10_3
1165,2025-06-12,39720,H1_45,A,1,90,136.07,423.63,7.21,13.58,False,True,False,False,cumul_peak_speed_gt_10_3
1165,2025-06-12,39720,H2_15,A,1,90,96.75,520.37,7.48,13.58,False,True,False,False,cumul_peak_speed_gt_10_3
1165,2025-06-12,39720,H2_30,A,1,90,153.48,673.86,6.91,13.58,False,True,False,False,cumul_peak_speed_gt_10_3
1166,2025-06-12,39746,H1_30,A,1,90,124.0,279.89,10.35,10.35,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1166,2025-06-12,39746,H1_45,A,1,90,181.49,461.37,8.66,10.35,False,True,False,False,cumul_peak_speed_gt_10_3
1166,2025-06-12,39746,H2_15,A,1,90,244.19,705.56,8.59,10.35,False,True,False,False,cumul_peak_speed_gt_10_3
1166,2025-06-12,39746,H2_30,A,1,90,84.97,790.53,8.48,10.35,False,True,False,False,cumul_peak_speed_gt_10_3
1166,2025-06-12,39752,H2_30,D,1,90,88.2,411.85,10.7,10.7,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1167,2025-06-14,65530,H1_45,D,1,90,1831.35,7149.65,7.82,9.33,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65530,H2_15,D,1,90,3335.93,10485.58,7.12,9.33,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65530,H2_30,D,1,90,5409.9,15895.48,9.44,9.44,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65531,H2_30,D,1,90,1736.99,6735.43,6.48,7.42,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65532,H2_15,D,1,90,2048.73,6742.96,8.8,8.8,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65532,H2_30,D,1,90,2736.15,9479.11,8.5,8.8,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65533,H1_45,M,1,90,2573.31,7833.95,7.05,8.01,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65533,H2_15,M,1,90,3122.24,10956.19,8.19,8.19,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65533,H2_30,M,1,90,2356.7,13312.9,6.9,8.19,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65534,H1_30,M,1,46,3333.96,6140.01,7.22,7.93,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65534,H1_45,M,1,46,2993.73,9133.74,6.75,7.93,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65535,H1_30,A,1,61,6863.94,8260.64,8.99,8.99,False,False,True,True,last15_distance_gt_6000; cumul_distance_gt_6000
1167,2025-06-14,65535,H1_45,A,1,61,2490.82,10751.46,7.61,8.99,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65535,H2_15,A,1,61,5367.55,16119.01,8.26,8.99,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65536,H1_30,M,1,69,7730.93,12911.65,7.99,8.99,False,False,True,True,last15_distance_gt_6000; cumul_distance_gt_6000
1167,2025-06-14,65536,H1_45,M,1,69,3710.94,16622.59,7.67,8.99,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65536,H2_15,M,1,69,4915.19,21537.78,7.59,8.99,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65537,H1_45,D,1,90,3525.58,8668.17,9.03,9.35,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65537,H2_15,D,1,90,3798.82,12466.99,7.06,9.35,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65537,H2_30,D,1,90,3737.64,16204.62,9.07,9.35,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65538,H2_15,M,46,90,6604.82,6604.82,7.11,7.11,False,False,True,True,last15_distance_gt_6000; cumul_distance_gt_6000
1167,2025-06-14,65538,H2_30,M,46,90,5673.78,12278.6,7.48,7.48,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65539,H1_45,A,1,46,3827.09,9419.38,8.7,8.89,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65540,H2_30,A,61,90,6784.87,6784.87,8.82,8.82,False,False,True,True,last15_distance_gt_6000; cumul_distance_gt_6000
1167,2025-06-14,65541,H2_30,M,46,90,4604.92,8192.28,8.47,8.47,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65543,H1_30,A,1,46,7315.9,11871.07,8.85,8.85,False,False,True,True,last15_distance_gt_6000; cumul_distance_gt_6000
1167,2025-06-14,65543,H1_45,A,1,46,3877.97,15749.04,8.75,8.85,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65544,H2_30,A,46,90,4574.36,9106.98,8.77,9.51,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65546,H2_15,D,1,90,3358.75,7064.78,7.25,8.72,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65546,H2_30,D,1,90,3452.02,10516.8,7.37,8.72,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65547,H1_30,D,1,90,5508.86,6826.71,8.37,8.37,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65547,H1_45,D,1,90,2546.59,9373.3,7.1,8.37,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65547,H2_15,D,1,90,3099.06,12472.36,7.71,8.37,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65547,H2_30,D,1,90,4205.39,16677.75,8.72,8.72,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65549,H1_45,M,1,90,3294.12,8244.93,7.54,7.61,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65549,H2_15,M,1,90,5413.72,13658.64,8.92,8.92,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65549,H2_30,M,1,90,1709.72,15368.37,6.54,8.92,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65550,H2_30,M,46,90,5540.41,11446.65,8.65,8.86,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65551,H1_45,M,1,83,2367.5,8084.95,7.0,7.28,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65551,H2_15,M,1,83,3695.26,11780.21,7.36,7.36,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65551,H2_30,M,1,83,2623.93,14404.14,7.46,7.46,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65552,H2_15,A,1,90,5525.49,10866.42,8.0,8.43,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65552,H2_30,A,1,90,4580.21,15446.64,7.89,8.43,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65553,H1_45,M,1,69,1522.31,6856.93,7.44,7.93,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65553,H2_15,M,1,69,1036.66,7893.59,7.46,7.93,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65554,H2_30,D,46,90,8028.31,13954.28,8.72,8.72,False,False,True,True,last15_distance_gt_6000; cumul_distance_gt_6000
1167,2025-06-14,65555,H1_30,D,1,46,5383.63,9015.58,9.03,9.03,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65555,H1_45,D,1,46,6192.72,15208.31,8.94,9.03,False,False,True,True,last15_distance_gt_6000; cumul_distance_gt_6000
1167,2025-06-14,65556,H1_45,D,1,56,3658.2,8167.93,9.04,9.04,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65557,H1_30,M,1,90,4144.59,7116.69,8.85,8.85,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65557,H1_45,M,1,90,3580.48,10697.16,8.15,8.85,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65557,H2_15,M,1,90,4194.83,14891.99,7.53,8.85,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65557,H2_30,M,1,90,2390.75,17282.74,8.18,8.85,False,False,False,True,cumul_distance_gt_6000
1167,2025-06-14,65558,H1_30,D,1,46,7011.89,10820.52,9.25,9.25,False,False,True,True,last15_distance_gt_6000; cumul_distance_gt_6000
1167,2025-06-14,65558,H1_45,D,1,46,5190.01,16010.53,8.34,9.25,False,False,False,True,cumul_distance_gt_6000
1170,2025-06-14,39944,H1_30,A,1,66,113.21,221.05,11.12,11.12,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1170,2025-06-14,39944,H1_45,A,1,66,56.97,278.02,7.44,11.12,False,True,False,False,cumul_peak_speed_gt_10_3
1170,2025-06-14,39944,H2_15,A,1,66,163.61,441.63,8.68,11.12,False,True,False,False,cumul_peak_speed_gt_10_3
1189,2025-06-15,40784,H1_30,A,1,90,125.36,328.53,10.33,10.33,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1189,2025-06-15,40784,H1_45,A,1,90,169.87,498.39,8.06,10.33,False,True,False,False,cumul_peak_speed_gt_10_3
1189,2025-06-15,40784,H2_15,A,1,90,286.26,784.65,8.03,10.33,False,True,False,False,cumul_peak_speed_gt_10_3
1189,2025-06-15,40784,H2_30,A,1,90,73.66,858.31,10.35,10.35,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1190,2025-06-15,40815,H2_15,D,1,80,101.94,557.26,11.48,11.48,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1190,2025-06-15,40815,H2_30,D,1,80,139.8,697.07,8.37,11.48,False,True,False,False,cumul_peak_speed_gt_10_3
1190,2025-06-15,40817,H1_15,M,1,54,218.6,218.6,11.8,11.8,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1190,2025-06-15,40817,H1_30,M,1,54,159.88,378.47,8.33,11.8,False,True,False,False,cumul_peak_speed_gt_10_3
1190,2025-06-15,40817,H1_45,M,1,54,231.86,610.34,8.88,11.8,False,True,False,False,cumul_peak_speed_gt_10_3
1190,2025-06-15,40818,H2_15,M,1,90,104.88,564.79,10.34,10.34,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1190,2025-06-15,40818,H2_30,M,1,90,113.07,677.85,7.85,10.34,False,True,False,False,cumul_peak_speed_gt_10_3
1200,2025-06-17,41246,H1_45,A,1,90,168.07,348.07,11.38,11.38,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1200,2025-06-17,41246,H2_15,A,1,90,105.17,453.24,7.21,11.38,False,True,False,False,cumul_peak_speed_gt_10_3
1200,2025-06-17,41246,H2_30,A,1,90,42.68,495.92,6.79,11.38,False,True,False,False,cumul_peak_speed_gt_10_3
1200,2025-06-17,41249,H1_30,G,1,90,13.98,32.95,12.74,12.74,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1200,2025-06-17,41249,H1_45,G,1,90,5.74,38.69,5.85,12.74,False,True,False,False,cumul_peak_speed_gt_10_3
1200,2025-06-17,41249,H2_15,G,1,90,0.0,38.69,0.0,12.74,False,True,False,False,cumul_peak_speed_gt_10_3
1200,2025-06-17,41249,H2_30,G,1,90,6.39,45.08,9.29,12.74,False,True,False,False,cumul_peak_speed_gt_10_3
1200,2025-06-17,41257,H2_30,G,1,90,8.92,29.58,14.14,14.14,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1201,2025-06-17,65761,H1_30,D,1,87,2614.58,7643.32,6.91,8.01,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65761,H1_45,D,1,87,4776.42,12419.74,8.7,8.7,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65761,H2_15,D,1,87,3804.04,16223.78,8.45,8.7,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65761,H2_30,D,1,87,3000.71,19224.49,7.77,8.7,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65762,H2_15,M,1,69,3122.51,7922.79,6.94,8.96,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65765,H1_30,M,1,69,5701.41,9825.75,9.84,9.84,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65765,H1_45,M,1,69,3956.18,13781.92,7.91,9.84,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65765,H2_15,M,1,69,5009.63,18791.56,7.78,9.84,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65767,H1_30,M,1,69,4346.93,7330.18,9.02,9.02,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65767,H1_45,M,1,69,4298.46,11628.64,9.74,9.74,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65767,H2_15,M,1,69,4091.3,15719.94,8.63,9.74,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65768,H1_45,D,1,90,1978.48,6752.25,6.69,8.14,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65768,H2_15,D,1,90,4023.11,10775.36,9.43,9.43,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65768,H2_30,D,1,90,5254.67,16030.02,9.15,9.43,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65769,H2_15,D,1,90,2288.75,6598.65,8.52,8.52,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65769,H2_30,D,1,90,1553.18,8151.84,7.72,8.52,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65770,H1_30,D,1,90,2460.99,5176.89,10.56,10.56,True,True,False,False,last15_peak_speed_gt_10_3; cumul_peak_speed_gt_10_3
1201,2025-06-17,65770,H1_45,D,1,90,3196.55,8373.44,7.32,10.56,False,True,False,True,cumul_peak_speed_gt_10_3; cumul_distance_gt_6000
1201,2025-06-17,65770,H2_15,D,1,90,2143.08,10516.52,7.82,10.56,False,True,False,True,cumul_peak_speed_gt_10_3; cumul_distance_gt_6000
1201,2025-06-17,65770,H2_30,D,1,90,3414.4,13930.92,7.18,10.56,False,True,False,True,cumul_peak_speed_gt_10_3; cumul_distance_gt_6000
1201,2025-06-17,65771,H1_45,M,1,90,1395.33,6337.07,7.44,8.88,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65771,H2_15,M,1,90,914.79,7251.86,6.22,8.88,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65771,H2_30,M,1,90,2793.57,10045.42,6.49,8.88,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65772,H2_15,M,1,90,2311.97,6893.22,8.16,9.74,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65772,H2_30,M,1,90,4528.17,11421.39,7.41,9.74,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65774,H1_30,A,1,79,3964.98,7322.66,8.87,8.87,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65774,H1_45,A,1,79,3775.13,11097.8,8.96,8.96,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65774,H2_15,A,1,79,2810.57,13908.36,7.64,8.96,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65774,H2_30,A,1,79,5499.55,19407.91,8.01,8.96,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65775,H2_15,D,1,90,1863.75,6761.84,6.76,8.47,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65775,H2_30,D,1,90,1690.26,8452.11,7.84,8.47,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65776,H1_45,D,1,46,4076.78,7509.99,8.05,8.68,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65778,H1_45,D,1,90,2391.46,7090.61,7.89,9.07,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65778,H2_15,D,1,90,2231.27,9321.88,7.53,9.07,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65778,H2_30,D,1,90,1516.19,10838.08,7.05,9.07,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65780,H1_45,A,1,90,4305.16,9556.04,7.24,8.14,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65780,H2_15,A,1,90,5893.57,15449.61,8.51,8.51,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65780,H2_30,A,1,90,4093.89,19543.5,7.57,8.51,False,False,False,True,cumul_distance_gt_6000
1201,2025-06-17,65781,H1_45,M,1,62,1927.72,6584.9,8.08,8.08,False,False,False,True,cumul_distance_gt_6000
