"fixture_id","date","id","player_appearance_id","period","minute","stage","possession","run_type","min_speed","max_speed","distance","flag_distance_gt_1000","flag_max_speed_gt_10_3","flag_reason"
1201,"2025-06-17",1326400,65768,"half_1",31,"bottom",3761,"hsr",5.44,6.58,1030.7448,TRUE,FALSE,"distance_gt_1000"
1201,"2025-06-17",1326413,65768,"half_2",17,"middle",3760,"sprint",6.93,9.15,1265.236,TRUE,FALSE,"distance_gt_1000"
1201,"2025-06-17",1326497,65770,"half_1",24,"bottom",3760,"sprint",6.68,10.56,341.0216,FALSE,TRUE,"max_speed_gt_10_3"
1201,"2025-06-17",1327326,65773,"half_2",42,"middle",3760,"sprint",6.94,8.11,1405.436,TRUE,FALSE,"distance_gt_1000"
1201,"2025-06-17",1326715,65775,"half_2",42,"bottom",3760,"sprint",6.9,8.04,1020.4672,TRUE,FALSE,"distance_gt_1000"
1201,"2025-06-17",1327213,65777,"half_2",17,"middle",3760,"sprint",6.94,8.91,1044.5852,TRUE,FALSE,"distance_gt_1000"
1201,"2025-06-17",1326862,65781,"half_2",13,"bottom",3760,"hsr",5.46,6.64,1012.9988,TRUE,FALSE,"distance_gt_1000"
1201,"2025-06-17",1327191,65783,"half_2",21,"middle",3761,"hsr",5.49,6.94,1048.7936,TRUE,FALSE,"distance_gt_1000"
1201,"2025-06-17",1326952,65786,"half_1",21,"top",3761,"hsr",5.46,6.48,1082.5184,TRUE,FALSE,"distance_gt_1000"
1201,"2025-06-17",1327044,65788,"half_1",31,"middle",3761,"hsr",5.49,6.64,1085.272,TRUE,FALSE,"distance_gt_1000"
1201,"2025-06-17",1327085,65788,"half_2",29,"middle",3760,"sprint",5.3,10.36,211.184,FALSE,TRUE,"max_speed_gt_10_3"
1201,"2025-06-17",1327247,65789,"half_2",28,"top",3761,"hsr",5.4,6.44,1023.072,TRUE,FALSE,"distance_gt_1000"
1201,"2025-06-17",1327248,65789,"half_2",28,"bottom",3760,"hsr",5.43,6.77,1070.1368,TRUE,FALSE,"distance_gt_1000"
1204,"2025-06-18",717521,41431,"half_1",22,"middle",2375,"sprint",5.53,10.33,40.6285788617886,FALSE,TRUE,"max_speed_gt_10_3"
1205,"2025-06-18",718339,41481,"half_1",32,"bottom",2377,"sprint",5.55,10.44,15.9781304347826,FALSE,TRUE,"max_speed_gt_10_3"
1206,"2025-06-18",719799,41518,"half_2",4,"middle",2378,"sprint",1.28,12.79,24.1902683544304,FALSE,TRUE,"max_speed_gt_10_3"
1206,"2025-06-18",720143,41531,"half_2",46,"top",2379,"hsr",1.08,10.44,9.70806857142857,FALSE,TRUE,"max_speed_gt_10_3"
1206,"2025-06-18",720144,41531,"half_2",46,"top",2379,"sprint",1.08,10.44,7.69484444444444,FALSE,TRUE,"max_speed_gt_10_3"
1216,"2025-06-21",731734,41911,"half_1",45,"middle",2398,"sprint",1.11,11.54,5.76725,FALSE,TRUE,"max_speed_gt_10_3"
1216,"2025-06-21",731680,41915,"half_1",22,"top",2399,"sprint",5.62,10.66,28.8154074074074,FALSE,TRUE,"max_speed_gt_10_3"
1220,"2025-06-25",738558,42179,"half_1",35,"middle",2411,"hsr",5.57,14.07,8.77028571428571,FALSE,TRUE,"max_speed_gt_10_3"
1221,"2025-06-22",741342,42293,"extra_time_2",14,"middle",2416,"sprint",5.63,11.91,42.8655104,FALSE,TRUE,"max_speed_gt_10_3"
1221,"2025-06-22",741343,42293,"extra_time_2",14,"middle",2416,"hsr",5.78,11.91,9.79896774193548,FALSE,TRUE,"max_speed_gt_10_3"
1221,"2025-06-22",741347,42293,"extra_time_2",19,"middle",2416,"sprint",5.55,11.43,29.6762469135802,FALSE,TRUE,"max_speed_gt_10_3"
1221,"2025-06-22",741959,42320,"extra_time_2",19,"middle",2416,"sprint",5.57,10.42,19.6184701754386,FALSE,TRUE,"max_speed_gt_10_3"
1225,"2025-06-28",752041,42685,"extra_time_2",4,"bottom",2435,"hsr",1.03,12.62,9.77451428571428,FALSE,TRUE,"max_speed_gt_10_3"
1225,"2025-06-28",752480,42697,"extra_time_2",14,"top",2435,"hsr",2.79,11.24,8.23354482758621,FALSE,TRUE,"max_speed_gt_10_3"
1225,"2025-06-28",752604,42705,"half_2",23,"middle",2434,"sprint",2.02,11.17,8.83564137931035,FALSE,TRUE,"max_speed_gt_10_3"
NA,NA,686602,39935,"half_2",47,"middle",2306,"hsr",3.62,13.19,23.652,FALSE,TRUE,"max_speed_gt_10_3"
